Symbol,Name,Inception,Structure,Tracks This Index,Index Description,Category,Provider,Expense Ratio,Dividend,Div Yield,Market Cap (millions),Shares (millions),Avg Vol,Beta,Asset Class,Asset Class Size,Asset Class Style,Region,Basic Materials,Communication Services,Consumer Cyclical,Consumer Defensive,Energy,Financial Services,Health Care,Industrials,Real Estate,Technology,Utilities,Leveraged,Inverse,Top Holdings,Chart,,,,,,,,,,,,,
PEZ,Dynamic Consumer Discretionary,2006-10-12,ETF,Dynamic Consumer Discretionary Sector Intellidex Index,"The index is comprised of stocks of U.S. consumer discretionary companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.",Consumer Discretionary Equities,Invesco PowerShares,0.60%,$0.05,1.01%,$24.70 ,0.6," 	2,917 ", 	1.40 ,Equity,,,North America,0.00%,7.97%,82.38%,3.88%,0.00%,0.00%,0.00%,1.62%,0.00%,3.83%,0.00%,,,click,click,,,,,,,,,,,,,
PFF,iShares U.S. Preferred Stock ETF,2007-03-26,ETF,S&P U.S. Preferred Stock Index,The index measures the performance of a selected group of preferred stocks.,Preferred Stock/Convertible Bonds,iShares,0.48%,$0.24,5.66%,"$8,350.50 ",227.1," 	1,632,675 ", 	(0.72),Preferred Stock,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PFI,Dynamic Financial,2006-10-12,ETF,Dynamic Financial Intellidex Index,"The index is comprised of stocks of U.S. financial companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.",Financials Equities,Invesco PowerShares,0.60%,$0.09,1.78%,$27.60 ,1," 	4,822 ", 	1.49 ,Equity,,,North America,0.00%,0.00%,0.00%,0.00%,0.00%,98.29%,0.00%,1.39%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
PFIG,Fundamental Investment Grade Corporate Bond Portfolio,2011-09-15,ETF,RAFI Investment Grade Corporate Bond Index,"The index is comprised of U.S. dollar-denominated bonds registered for sale in the United States whose issuers are public companies listed on a major U.S. stock exchange. Only securities rated BBB/Baa or higher by both Moody's and S&amp;P, with greater than one year to maturity qualify for inclusion in the Index. Based on the Fundamental Index methodology developed by Research Affiliates, LLC, the underlying Index is reconstituted at the end of each month and the target RAFI weights are revised and rebalanced annually.",Corporate Bonds,Invesco PowerShares,0.22%,$0.05,2.13%,$34.80 ,1.4," 	26,208 ", 	(0.45),Bond,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PFM,Dividend Achievers,2005-09-15,ETF,Broad Dividend Achiever Index,The Index is designed to identify a diversified group of dividend paying companies. These companies have increased their annual dividend for ten or more consecutive fiscal years.,Large Cap Value Equities,Invesco PowerShares,0.50%,$0.11,2.51%,$342.40 ,17.3," 	44,584 ", 	0.93 ,Equity,Large-Cap,Value,North America,5.35%,4.70%,12.62%,21.05%,18.19%,4.39%,9.59%,12.48%,1.41%,6.05%,4.18%,,,click,click,,,,,,,,,,,,,
PFXF,Market Vectors Preferred Securities ex Financials ETF,2012-07-17,ETF,Wells Fargo Hybrid and Preferred Securities ex Financials Index,"This index is comprised of convertible or exchangeable and non-convertible preferred securities listed on U.S. exchanges, excluding securities with a “financial” industry sector classification.",Preferred Stock/Convertible Bonds,Van Eck,0.40%,$0.10,6.48%,$124.30 ,6.6," 	39,781 ", 	(0.58),Preferred Stock,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PGAL,FTSE Portugal 20 ETF,2013-11-12,ETF,FTSE Portugal 20 Index,"The index is designed to reflect broad based equity market performance in Portugal. The stocks are screened for liquidity and weighted according to modified free-float market capitalization. The index is comprised of the top 20 companies that are domiciled in, principally traded in or whose revenues are primarily from Portugal.",Europe Equities,Global X,0.61%,,,$1.60 ,0.1,, 	-   ,Equity,,,Developed Europe,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PGF,Financial Preferred Portfolio,2006-12-01,ETF,Wachovia Hybrid & Preferred Securities Financial Index,The Index tracks the performance of U.S. listed preferred stocks of preferred stocks issued in the US market by financial institutions and currently includes approximately 30 securities selected by Wachovia pursuant to a proprietary selection methodology.,Preferred Stock/Convertible Bonds,Invesco PowerShares,0.60%,$0.10,6.65%,"$1,412.90 ",83.7," 	519,022 ", 	(0.38),Preferred Stock,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PGHY,PowerShares Global Short Term High Yield Bond Portfolio,2013-06-20,ETN,DB Global Short Maturity High Yield Bond Index,"The index will track US and foreign short-term, non-investment grade bonds denominated in US dollars and is rebalanced quarterly and re-weighted annually.",High Yield Bonds,Invesco PowerShares,0.35%,$0.08,1.91%,$26.10 ,1.1," 	18,617 ", 	0.31 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PGJ,Golden Dragon Halter USX China Portfolio,2004-12-09,ETF,Halter USX China Index,The Index is comprised of the U.S.-listed securities of companies that derive a majority of their revenue from the People's Republic of China.,China Equities,Invesco PowerShares,0.60%,$0.14,1.29%,$320.90 ,10.7," 	181,098 ", 	2.52 ,Equity,,,Emerging Asia Pacific,1.80%,9.19%,12.02%,5.67%,7.12%,1.32%,8.50%,4.21%,1.19%,48.84%,0.48%,,,click,click,,,,,,,,,,,,,
PGM,DJ UBS Platinum Trust Sub-Index ETN,2008-06-24,ETN,Dow Jones-UBS Platinum Subindex Total Return,The Dow Jones-UBS Platinum Subindex Total Return is a single-commodity sub-index currently consisting of one futures contract on the commodity of platinum.,Precious Metals,Barclays iPath,0.75%,,,$15.50 ,0.5," 	3,160 ", 	(2.06),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PGX,Preferred Portfolio,2008-01-31,ETF,BofA Merrill Lynch Core Fixed Rate Preferred Securities Index,The Index is designed to replicate the total return of a diversified group of investment-grade preferred securities.,Preferred Stock/Convertible Bonds,Invesco PowerShares,0.50%,$0.07,6.79%,"$1,969.40 ",146.8," 	947,237 ", 	(0.42),Preferred Stock,,,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PHB,Fundamental High Yield Corporate Bond Portfolio,2007-11-15,ETF,RAFI High Yield Bond Index,"The Index measures potential returns of a theoretical portfolio of high yield, U.S. dollar denominated corporate bonds registered for sale in the United States whose issuers are public companies listed on a major U.S. stock exchange.",High Yield Bonds,Invesco PowerShares,0.50%,$0.07,4.62%,$642.90 ,33.5," 	310,939 ", 	0.28 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PHDG,PowerShares S&P 500 Downside Hedged Portfolio,2012-12-06,ETF,S&P 500 Dynamic VEQTOR Total Return Index,"The index seeks to provide investors with broad equity market exposure with an implied volatility hedge by dynamically allocating its notional investments among three components: equity, volatility and cash.",Large Cap Blend Equities,Invesco PowerShares,0.39%,$0.29,1.85%,$112.30 ,4.1," 	38,122 ", 	0.86 ,Equity,Large-Cap,Blend,North America,2.37%,3.04%,8.79%,7.82%,7.97%,11.60%,9.44%,7.50%,1.63%,12.68%,2.43%,,,click,click,,,,,,,,,,,,,
PHO,Water Resource Portfolio,2005-12-06,ETF,NASDAQ OMX US Water Index,"This index seeks to track the performance of U.S. exchange-listed companies that create products designed to conserve and purify water for homes, businesses and industries.",Water Equities,Invesco PowerShares,0.60%,$0.02,0.65%,$990.90 ,38," 	97,508 ", 	1.32 ,Equity,,,North America,0.36%,0.00%,0.00%,0.00%,0.00%,0.00%,8.52%,62.59%,0.00%,5.90%,22.60%,,,click,click,,,,,,,,,,,,,
PICB,International Corporate Bond Portfolio,2010-06-03,ETF,S&P International Corporate Bond Index,"The Index measures the performance of investment-grade corporate bonds issued by non-U.S. issuers in the following currencies: Australian Dollar (AUD), British Pound (GBP), Canadian Dollar (CAD), Euro (EUR), Japanese Yen (JPY), Swiss Franc (CHF), Danish Krone (DKK), New Zealand Dollar (NZD), Norwegian Krone (NOK) and Swedish Krona (SEK).",Corporate Bonds,Invesco PowerShares,0.50%,$0.07,2.75%,$165.50 ,5.7," 	39,202 ", 	0.53 ,Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PICK,iShares MSCI Global Metals & Mining Producers ETF,2012-01-31,ETF,MSCI ACWI Select Metals & Mining Producers Ex Gold & Silver Investable Market Index,"This index measures the equity performance of companies in both developed and emerging markets that are primarily involved in the extraction and production of diversified metals, aluminum, steel and precious metals and minerals, excluding gold and silver.",Commodity Producers Equities,iShares,0.39%,$0.45,3.45%,$138.60 ,7.1," 	129,897 ", 	(1.81),Equity,,,Global,91.38%,0.00%,0.25%,0.00%,0.00%,0.30%,0.00%,2.96%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
PID,Intl Dividend Achievers,2005-09-15,ETF,International Dividend Achievers Index,The Index is designed to identify an international group of American Depository Receipts that have qualified as International Dividend Achievers. These companies have increased their annual dividend for five or more consecutive fiscal years.,Foreign Large Cap Equities,Invesco PowerShares,0.50%,$0.08,2.57%,"$1,079.80 ",59.1," 	171,056 ", 	0.96 ,Equity,Large-Cap,Value,Global,6.13%,20.43%,7.53%,12.06%,10.41%,10.08%,14.49%,15.12%,0.00%,1.92%,1.42%,,,click,click,,,,,,,,,,,,,
PIE,DWA Emerging Market Technical Leaders Portfolio,2007-12-28,ETF,Dorsey Wright Emerging Markets Technical Leaders Index,"The Index includes approximately 100 companies that possess powerful relative strength characteristics and are domiciled in emerging market countries including, but not limited to Argentina, Brazil, Chile, China, Colombia, Czech Republic, Egypt, Hungary, India, Indonesia, Israel, Malaysia, Mexico, Morocco, Pakistan, Peru, Philippines, Poland, Russia, South Africa, Taiwan, Thailand and Turkey.",Emerging Markets Equities,Invesco PowerShares,0.90%,$0.09,1.41%,$348.20 ,19.3," 	188,466 ", 	(1.64),Equity,,,Emerging Markets,9.16%,3.32%,19.28%,16.45%,3.08%,10.77%,10.92%,17.70%,3.35%,3.68%,1.10%,,,click,click,,,,,,,,,,,,,
PIN,India Portfolio,2008-03-05,ETF,Indus India Index,"The Index is designed to replicate the Indian equity markets as a whole, through a group of 50 Indian stocks selected from a universe of the largest companies listed on two major Indian exchanges. The India Index has 50 constituents, spread among the following sectors: Information Technology, Health Services, Financial Services, Heavy Industry, Consumer Products and Other.",Emerging Markets Equities,Invesco PowerShares,0.78%,$0.01,0.98%,$364.50 ,20.9," 	837,713 ", 	2.83 ,Equity,,,Emerging Asia Pacific,7.60%,4.28%,3.13%,9.15%,24.29%,15.54%,6.58%,3.99%,0.00%,18.04%,5.33%,,,click,click,,,,,,,,,,,,,
PIO,Global Water Portfolio,2007-06-13,ETF,NASDAQ OMX Global Water Index,"This index is designed to invest in companies listed on a global exchange that create products designed to conserve and purify water for homes, businesses and industries.",Water Equities,Invesco PowerShares,0.75%,$0.09,1.80%,$243.60 ,10.8," 	38,539 ", 	1.24 ,Equity,,,Global,6.13%,0.00%,0.00%,0.00%,0.00%,0.00%,4.39%,56.22%,0.00%,1.84%,32.69%,,,click,click,,,,,,,,,,,,,
PIQ,Dynamic MagniQuant,2006-10-12,ETF,Top 200 Dynamic Intellidex Index,"The Index is designed to objectively identify 200 stocks that have the greatest potential for capital appreciation. Intellidex methodology thoroughly evaluates the investment merit of the 2,000 largest U.S. companies by analyzing numerous unique financial characteristics from four broad financial perspectives: fundamental, valuation, timeliness and risk.",All Cap Equities,Invesco PowerShares,0.60%,$0.08,1.54%,$20.80 ,0.6," 	3,909 ", 	1.10 ,Equity,Mid-Cap,Blend,North America,2.45%,1.54%,14.67%,2.96%,10.88%,29.53%,7.11%,18.94%,0.45%,9.03%,2.02%,,,click,click,,,,,,,,,,,,,
PIZ,DWA Developed Market Technical Leaders Portfolio,2007-12-28,ETF,Dorsey Wright Developed Markets Technical Leaders Index,"This Index includes approximately 100 companies that possess powerful relative strength characteristics and are domiciled in developed markets including, but not limited to Australia, Austria, Belgium, Canada, Denmark, Finland, France, Germany, Greece, Hong Kong, Ireland, Italy, Japan, Netherlands, and New Zealand.",Foreign Large Cap Equities,Invesco PowerShares,0.80%,$0.53,3.17%,$593.60 ,22.7," 	186,752 ", 	1.14 ,Equity,Large-Cap,Blend,Developed Markets,9.24%,3.59%,26.93%,5.41%,7.39%,10.22%,10.06%,16.79%,4.73%,7.39%,0.00%,,,click,click,,,,,,,,,,,,,
PJP,Dynamic Pharmaceuticals,2005-06-23,ETF,Dynamic Pharmaceuticals Intellidex Index,"The index is comprised of stocks of U.S. pharmaceutical companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.",Health &amp; Biotech Equities,Invesco PowerShares,0.60%,$0.07,1.14%,$930.10 ,17.5," 	172,908 ", 	1.61 ,Equity,,,North America,0.00%,0.00%,0.00%,2.70%,0.00%,0.00%,97.29%,0.00%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
PKB,Dynamic Build & Construction,2005-10-26,ETF,Dynamic Building & Construction Intellidex Index,"The index is comprised of stocks of U.S. building and construction companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.",Building &amp; Construction,Invesco PowerShares,0.60%,$0.08,0.36%,$100.10 ,4.5," 	31,753 ", 	1.52 ,Equity,,,North America,25.17%,0.00%,23.75%,0.00%,0.00%,0.00%,0.00%,50.96%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
PKW,Buyback Achievers,2006-12-20,ETF,Share BuyBack Achievers Index,"The Index is designed to track the performance of companies that meet the requirements to be classified as BuyBack Achievers. To become eligible for inclusion in the Index, a company must be incorporated in the U.S., trade on a U.S. exchange and must have repurchased at least 5% or more of its outstanding shares for the trailing 12 months.",All Cap Equities,Invesco PowerShares,0.60%,$0.10,1.07%,"$2,478.50 ",58," 	646,431 ", 	1.13 ,Equity,Large-Cap,Value,North America,0.31%,6.11%,27.41%,4.95%,4.95%,19.53%,12.15%,8.44%,0.14%,15.99%,0.00%,,,click,click,,,,,,,,,,,,,
PLTM,ISE Global Platinum Index Fund,2010-03-11,ETF,ISE Global Platinum Index,"The index is a modified linear weighted index designed to track public companies that are active in platinum group metals (PGMs) mining based on revenue analysis of those companies. PGMs include platinum, palladium, osmium, iridium, ruthenium and rhodium.",Commodity Producers Equities,First Trust,0.70%,$0.19,1.63%,$10.60 ,0.9," 	6,733 ", 	(2.86),Equity,,,Global,94.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.87%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
PLW,1-30 Treasury Ladder Portfolio,2007-10-11,ETF,Ryan/Mergent 1-30 Year Treasury Laddered Index,"The Index measures the potential returns of the U.S. Treasury yield curve based on approximately 30 equally weighted U.S. Treasury issues with fixed coupons, scheduled to mature in a proportional, annual laddered structure.",Government Bonds,Invesco PowerShares,0.25%,$0.06,2.43%,$143.90 ,4.9," 	11,330 ", 	(0.71),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PMNA,MENA Frontier Countries Portfolio,2008-07-09,ETF,NASDAQ OMX Middle East North Africa Index,"The Index seeks to provide direct exposure to liquid stocks of companies that have the majority of their assets or services residing in MENA frontier market countries, which include Egypt, Morocco, Oman, Lebanon, Jordan, Kuwait, Bahrain, Qatar and United Arab Emirates.",Emerging Markets Equities,Invesco PowerShares,0.70%,$0.18,3.69%,$15.60 ,1.3," 	4,030 ", 	1.37 ,Equity,,,Frontier Markets,2.03%,12.98%,0.00%,0.00%,0.58%,42.00%,0.00%,12.49%,6.11%,0.00%,1.77%,,,click,click,,,,,,,,,,,,,
PNQI,Nasdaq Internet Portfolio,2008-06-12,ETF,NASDAQ Internet Index,The Index is designed to track the performance of the largest and most liquid U.S.-listed companies engaged in internet-related businesses and that are listed on one of the major U.S. stock exchanges.,Technology Equities,Invesco PowerShares,0.60%,$0.02,0.03%,$278.70 ,4.1," 	70,625 ", 	1.91 ,Equity,,,North America,0.00%,0.66%,35.67%,0.09%,0.00%,0.25%,0.00%,2.32%,0.00%,61.01%,0.00%,,,click,click,,,,,,,,,,,,,
PPA,Aerospace & Defense,2005-10-26,ETF,SPADE Defense Index,"The Index is designed to identify a group of companies involved in the development, manufacturing, operations and support of U.S. defense, homeland security and aerospace operations.",Industrials Equities,Invesco PowerShares,0.60%,$0.08,1.68%,$91.10 ,3," 	36,091 ", 	1.20 ,Equity,,,North America,0.00%,0.00%,3.08%,0.00%,0.00%,0.00%,0.00%,84.22%,0.00%,12.54%,0.00%,,,click,click,,,,,,,,,,,,,
PPH,Market Vectors Pharmaceutical ETF,2011-12-20,ETF,Market Vectors US Listed Pharmaceutical 25 Index,"The Index is a rules-based index intended to track the overall performance of 25 of the largest U.S. listed, publicly traded pharmaceutical companies.",Health &amp; Biotech Equities,Van Eck,0.35%,$0.21,4.18%,$266.40 ,5," 	32,856 ", 	0.99 ,Equity,,,North America,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.53%,0.00%,0.00%,0.00%,0.00%,,,click,click,,,,,,,,,,,,,
PPLT,Physical Platinum Shares,2010-01-08,Grantor Trust,Platinum Bullion,This ETF is designed to track the spot price of Platinum bullion.,Precious Metals,ETF Securities,0.60%,,,$724.40 ,5.4," 	34,956 ", 	(1.70),Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
PRF,FTSE RAFI US 1000 Portfolio,2005-12-19,ETF,FTSE RAFI US 1000 Index,"The Index is designed to track the performance of the largest U.S. equities, selected based on the following four fundamental measures of firm size: book value, cash flow, sales and dividends. The 1000 equities with the highest fundamental strength are weighted by their fundamental scores.",Large Cap Value Equities,Invesco PowerShares,0.39%,$0.42,2.14%,"$2,787.10 ",33.8," 	167,430 ", 	1.01 ,Equity,Large-Cap,Value,North America,3.24%,5.47%,10.72%,9.56%,11.83%,19.88%,10.56%,10.59%,2.26%,11.02%,4.83%,,,click,click,,,,,,,,,,,,,
PRFZ,FTSE RAFI US 1500 Small-Mid Portfolio,2006-09-20,ETF,FTSE RAFI US 1500 Small-Mid Index,"The Index is designed to track the performance of small and medium-sized U.S. companies. Companies are selected based on the following four fundamental measures of size: book value, cash flow, sales and dividends. Each of the equities with a fundamental weight ranking of 1,001 to 2,500 is then selected and assigned a weight equal to its fundamental weight.",Small Cap Blend Equities,Invesco PowerShares,0.39%,$0.32,0.94%,$891.10 ,9.2," 	46,748 ", 	1.40 ,Equity,Small-Cap,Blend,North America,5.57%,1.98%,19.40%,4.64%,5.30%,14.69%,6.59%,18.84%,6.13%,15.24%,1.28%,,,click,click,,,,,,,,,,,,,
PRN,Dynamic Industrials,2006-10-12,ETF,Dynamic Industrials Sector Intellidex Index,"The index is comprised of stocks of U.S. industrials companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.",Industrials Equities,Invesco PowerShares,0.60%,$0.06,1.02%,$128.60 ,2.7," 	28,067 ", 	1.34 ,Equity,,,North America,2.33%,0.00%,9.40%,0.00%,0.00%,0.00%,0.00%,86.75%,0.00%,1.35%,0.00%,,,click,click,,,,,,,,,,,,,
